"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","year","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","occurrenceRemarks","recordedBy","month","day","preparationType","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","county","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","typeStatus","previousCatalogNumber","sex"
"826","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2236","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"827","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","1948","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"828","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2275","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","19",NA,"Silva-do-Nascimento, T.F.",NA,NA,NA,NA,"Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"829","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2232","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"830","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","1942","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"831","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2241","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"832","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2247","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"833","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2223","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"834","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2265","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"835","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2203","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"836","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2228","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"837","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","1947","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"838","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2220","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"839","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2216","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"840","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2267","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"841","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","1950","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"842","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2230","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"843","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","2276","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","19",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"844","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2204","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"845","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2255","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"846","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2209","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"847","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2258","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"848","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2200","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"849","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2205","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"850","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2242","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"851","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2234","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"852","2022-09-01 17:39:56-03","Fiocruz","FIOCRUZ-CCULI","2251","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1991","América do Sul","Brasil","Pará","Capanema","-48.5043983459473","-1.4558299779892","1",NA,"Silva-do-Nascimento, T.F.","08","20",NA,"Silva-do-Nascimento, T.F.","1991",NA,NA,"08","Belém",NA,NA,NA,"48462","auto",NA,NA,NA
"853","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","3392","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","2011","América do Sul","Brasil","Rio de Janeiro","Japuíba, Fazenda Imperial","-42.6530990600586","-22.4624996185303","1",NA,"Silva-do-Nascimento, T.F.","08","22",NA,"Silva-do-Nascimento,T.F.","2011",NA,NA,"10","Cachoeiras de Macacu",NA,NA,NA,"32671","auto",NA,NA,NA
"854","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","3154","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","2009","América do Sul","Brasil","Rio de Janeiro","Gericinó","-43.2075004577637","-22.9027996063232","1",NA,"Silva-do-Nascimento, T.F.","06","18",NA,"da-Silvia-Xavier, A.","2017",NA,NA,"10","Rio de Janeiro",NA,NA,"16","57442","auto",NA,NA,NA
"855","2022-09-01 17:39:57-03","Fiocruz","FIOCRUZ-CCULI","931","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1986","América do Sul","Brasil","Rondônia",NA,"-63.0407981872559","-9.913330078125","1",NA,"Lourenço-de-Oliveira, R.","07","14",NA,"Mello, R.","1989",NA,NA,"02","Ariquemes",NA,NA,"20","67426","auto",NA,NA,NA
"856","2022-09-01 17:39:59-03","Fiocruz","FIOCRUZ-CCULI","943","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus s.l.","Anopheles triannulatus s.l.","(Neiva & Pinto, 1922)","1989","América do Sul","Brasil","Rondônia","Vila Velha BR 364","-63.0407981872559","-9.913330078125","1",NA,"Lourenço-de-Oliveira, R.","01","16",NA,"Castro, M.G. e Mello, R.","1989",NA,NA,"01","Ariquemes",NA,NA,"16","67426","auto",NA,NA,NA
"857","2022-09-01 17:39:55-03","Fiocruz","FIOCRUZ-CCULI","1791","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1989","América do Sul","Brasil","Rondônia",NA,"-64.2272033691406","-12.4449996948242","1",NA,"Lima, J.B.P. e Klein, T.","06","07",NA,"Lima, J.B.P. e Klein, T.","1989",NA,NA,"06","Costa Marques",NA,NA,"07","114221","auto",NA,NA,NA
"858","2022-09-01 17:39:55-03","Fiocruz","FIOCRUZ-CCULI","1812","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1990","América do Sul","Brasil","Rondônia",NA,"-64.2272033691406","-12.4449996948242","1",NA,"Silva-do-Nascimento, T.F. e Lima, J.B.P.","06","01",NA,"Silva-do-Nasciemnto, T.F. e Lima, J.B.P.","1990",NA,NA,"06","Costa Marques",NA,NA,NA,"114221","auto",NA,NA,NA
"859","2022-09-01 17:39:55-03","Fiocruz","FIOCRUZ-CCULI","1795","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1989","América do Sul","Brasil","Rondônia",NA,"-64.2272033691406","-12.4449996948242","1",NA,"Lima, J.B.P. e Klein, T.","06","07",NA,"Lima, J.B.P. e Klein, T.","1989",NA,NA,"06","Costa Marques",NA,NA,"07","114221","auto",NA,NA,NA
"860","2022-09-01 17:39:55-03","Fiocruz","FIOCRUZ-CCULI","1807","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1990","América do Sul","Brasil","Rondônia",NA,"-64.2272033691406","-12.4449996948242","1",NA,"Silva-do-Nascimento, T.F.","06","01",NA,"Silva-do-Nascimento, T.F.","1990",NA,NA,"06","Costa Marques",NA,NA,NA,"114221","auto",NA,NA,NA
"861","2022-09-01 17:39:55-03","Fiocruz","FIOCRUZ-CCULI","1815","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1990","América do Sul","Brasil","Rondônia",NA,"-64.2272033691406","-12.4449996948242","1",NA,"Silva-do-Nascimento, T.F. e Lima, J.B.P.","06","01",NA,"Silva-do-Nasciemnto, T.F. e Lima, J.B.P.","1990",NA,NA,"06","Costa Marques",NA,NA,NA,"114221","auto",NA,NA,NA
"862","2022-09-01 17:39:55-03","Fiocruz","FIOCRUZ-CCULI","1820","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1990","América do Sul","Brasil","Rondônia",NA,"-64.2272033691406","-12.4449996948242","1",NA,"Silva-do-Nascimento, T.F. e Lima, J.B.P.","06","01",NA,"Silva-do-Nasciemnto, T.F. e Lima, J.B.P.","1990",NA,NA,"06","Costa Marques",NA,NA,NA,"114221","auto",NA,NA,NA
"863","2022-09-01 17:39:55-03","Fiocruz","FIOCRUZ-CCULI","1811","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1990","América do Sul","Brasil","Rondônia",NA,"-64.2272033691406","-12.4449996948242","1",NA,"Silva-do-Nascimento, T.F. e Lima, J.B.P.","06","01",NA,"Silva-do-Nasciemnto, T.F. e Lima, J.B.P.","1990",NA,NA,"06","Costa Marques",NA,NA,NA,"114221","auto",NA,NA,NA
"864","2022-09-01 17:39:55-03","Fiocruz","FIOCRUZ-CCULI","1788","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1989","América do Sul","Brasil","Rondônia",NA,"-64.2272033691406","-12.4449996948242","1",NA,"Lima, J.B.P. e Klein, T.","06","07",NA,"Lima, J.B.P. e Klein, T.","1989",NA,NA,"06","Costa Marques",NA,NA,"07","114221","auto",NA,NA,NA
"865","2022-09-01 17:39:55-03","Fiocruz","FIOCRUZ-CCULI","1793","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1989","América do Sul","Brasil","Rondônia",NA,"-64.2272033691406","-12.4449996948242","1",NA,"Lima, J.B.P. e Klein, T.","06","07",NA,"Lima, J.B.P. e Klein, T.","1989",NA,NA,"06","Costa Marques",NA,NA,"07","114221","auto",NA,NA,NA
"866","2022-09-01 17:39:55-03","Fiocruz","FIOCRUZ-CCULI","1808","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1990","América do Sul","Brasil","Rondônia",NA,"-64.2272033691406","-12.4449996948242","1",NA,"Silva-do-Nascimento, T.F. e Lima, J.B.P.","06","01",NA,"Silva-do-Nasciemnto, T.F. e Lima, J.B.P.","1990",NA,NA,"06","Costa Marques",NA,NA,NA,"114221","auto",NA,NA,NA
"867","2022-09-01 17:39:55-03","Fiocruz","FIOCRUZ-CCULI","1819","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1990","América do Sul","Brasil","Rondônia",NA,"-64.2272033691406","-12.4449996948242","1",NA,"Silva-do-Nascimento, T.F. e Lima, J.B.P.","06","01",NA,"Silva-do-Nasciemnto, T.F. e Lima, J.B.P.","1990",NA,NA,"06","Costa Marques",NA,NA,NA,"114221","auto",NA,NA,NA
"868","2022-09-01 17:39:55-03","Fiocruz","FIOCRUZ-CCULI","1814","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1990","América do Sul","Brasil","Rondônia",NA,"-64.2272033691406","-12.4449996948242","1",NA,"Silva-do-Nascimento, T.F. e Lima, J.B.P.","06","01",NA,"Silva-do-Nasciemnto, T.F. e Lima, J.B.P.","1990",NA,NA,"06","Costa Marques",NA,NA,NA,"114221","auto",NA,NA,NA
"869","2022-09-01 17:39:55-03","Fiocruz","FIOCRUZ-CCULI","1810","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1990","América do Sul","Brasil","Rondônia",NA,"-64.2272033691406","-12.4449996948242","1",NA,"Silva-do-Nascimento, T.F. e Lima, J.B.P.","06","01",NA,"Silva-do-Nasciemnto, T.F. e Lima, J.B.P.","1990",NA,NA,"06","Costa Marques",NA,NA,NA,"114221","auto",NA,NA,NA
"870","2022-09-01 17:39:55-03","Fiocruz","FIOCRUZ-CCULI","1787","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1989","América do Sul","Brasil","Rondônia",NA,"-64.2272033691406","-12.4449996948242","1",NA,"Lima, J.B.P. e Klein, T.","06","07",NA,"Lima, J.B.P. e Klein, T.","1989",NA,NA,"06","Costa Marques",NA,NA,"07","114221","auto",NA,NA,NA
"871","2022-09-01 17:39:55-03","Fiocruz","FIOCRUZ-CCULI","1817","PreservedSpecimen","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","triannulatus","Anopheles triannulatus","(Neiva & Pinto, 1922)","1990","América do Sul","Brasil","Rondônia",NA,"-64.2272033691406","-12.4449996948242","1",NA,"Silva-do-Nascimento, T.F. e Lima, J.B.P.","06","01",NA,"Silva-do-Nasciemnto, T.F. e Lima, J.B.P.","1990",NA,NA,"06","Costa Marques",NA,NA,NA,"114221","auto",NA,NA,NA
